Person,Skill,Rating
Person 745,Go,2
Person 745,C,2
Person 745,JavaScript,2
Person 745,Kotlin,5
Person 745,PHP,3
Person 746,JavaScript,3
Person 746,Swift,5
Person 746,Kotlin,5
Person 746,Go,3
Person 746,Python,2
Person 746,Java,5
Person 746,PHP,5
Person 746,C++,3
Person 746,R,1
Person 747,Go,5
Person 747,Ruby,2
Person 747,C,2
Person 747,Kotlin,2
Person 748,Python,3
Person 748,Swift,5
Person 748,PHP,1
Person 748,Kotlin,4
Person 748,R,3
Person 748,Java,5
Person 748,C,1
Person 748,JavaScript,2
Person 748,Go,2
Person 748,C++,4
Person 749,Go,5
Person 749,Kotlin,3
Person 749,PHP,3
Person 749,Ruby,5
Person 749,Java,2
Person 749,R,4
Person 749,C,4
Person 749,Swift,1
Person 749,Python,5
Person 750,Go,3
Person 751,Ruby,2
Person 751,Go,1
Person 751,R,2
Person 751,JavaScript,4
Person 751,C++,4
Person 751,Python,2
Person 751,C,5
Person 751,Kotlin,3
Person 751,PHP,4
Person 751,Java,4
Person 752,PHP,4
Person 752,C,1
Person 752,Java,5
Person 752,Ruby,1
Person 752,Go,3
Person 752,C++,4
Person 752,Kotlin,3
Person 753,Java,5
Person 753,C,2
Person 753,Swift,1
Person 753,JavaScript,1
Person 753,Go,4
Person 753,Ruby,5
Person 753,Kotlin,1
Person 754,C,3
Person 754,R,2
Person 754,PHP,3
Person 754,Ruby,3
Person 754,C++,3
Person 754,JavaScript,2
Person 755,C++,5
Person 756,Python,1
Person 756,C,4
Person 756,Go,1
Person 756,C++,5
Person 757,Kotlin,4
Person 757,Java,4
Person 757,Swift,5
Person 757,PHP,2
Person 757,JavaScript,2
Person 758,Java,3
Person 758,Go,1
Person 758,Python,4
Person 758,Kotlin,4
Person 759,Ruby,3
Person 759,C++,2
Person 759,Kotlin,4
Person 759,Swift,1
Person 759,PHP,1
Person 759,R,5
Person 759,C,3
Person 759,JavaScript,1
Person 759,Go,1
Person 759,Java,4
Person 760,Java,4
Person 760,R,3
Person 760,Go,3
Person 760,JavaScript,5
Person 760,C,3
Person 760,PHP,2
Person 760,C++,5
Person 760,Ruby,2
Person 760,Kotlin,5
Person 760,Python,4
Person 761,C,5
Person 761,Go,4
Person 761,Ruby,4
Person 761,R,3
Person 761,JavaScript,4
Person 761,C++,4
Person 762,C++,1
Person 762,JavaScript,2
Person 762,Kotlin,3
Person 763,Python,4
Person 763,Java,3
Person 763,R,4
Person 763,Swift,2
Person 763,Go,2
Person 763,C,2
Person 763,Ruby,5
Person 763,C++,1
Person 763,JavaScript,2
Person 763,PHP,3
Person 764,C++,4
Person 764,R,4
Person 764,Go,4
Person 764,JavaScript,4
Person 764,PHP,2
Person 764,Python,3
Person 764,Kotlin,1
Person 764,C,5
Person 764,Ruby,4
Person 764,Java,4
Person 765,R,2
Person 765,C++,4
Person 765,Java,5
Person 765,Swift,2
Person 765,JavaScript,4
Person 765,PHP,1
Person 765,Ruby,5
Person 765,C,1
Person 766,JavaScript,5
Person 766,Kotlin,5
Person 766,Swift,4
Person 766,Ruby,3
Person 767,Ruby,2
Person 767,JavaScript,3
Person 767,C,2
Person 767,R,2
Person 767,PHP,1
Person 767,C++,5
Person 767,Swift,2
Person 767,Java,3
Person 767,Go,3
Person 767,Kotlin,1
Person 768,Python,3
Person 768,JavaScript,5
Person 768,Go,3
Person 768,PHP,5
Person 768,Kotlin,2
Person 768,R,1
Person 768,C++,4
Person 768,Java,3
Person 768,Ruby,1
Person 769,Java,2
Person 769,Ruby,5
Person 769,PHP,5
Person 769,C++,2
Person 770,R,1
Person 770,Kotlin,4
Person 770,JavaScript,2
Person 770,Go,3
Person 770,Swift,2
Person 770,C++,2
Person 770,Ruby,1
Person 770,C,1
Person 771,Python,5
Person 771,C++,5
Person 771,Java,4
Person 771,C,4
Person 771,Swift,5
Person 771,Ruby,2
Person 771,JavaScript,2
Person 771,Go,1
Person 771,Kotlin,1
Person 771,PHP,1
Person 772,Kotlin,2
Person 772,C,1
Person 772,JavaScript,2
Person 773,Ruby,3
Person 773,PHP,5
Person 773,R,4
Person 773,JavaScript,4
Person 774,Kotlin,3
Person 774,Java,1
Person 774,R,2
Person 774,Swift,3
Person 775,Python,4
Person 775,JavaScript,4
Person 775,C,4
Person 775,C++,1
Person 776,Kotlin,3
Person 776,Java,1
Person 777,Go,4
Person 777,C++,1
Person 777,JavaScript,3
Person 777,Java,4
Person 777,Ruby,2
Person 777,Kotlin,1
Person 777,Python,3
Person 777,Swift,4
Person 777,R,2
Person 778,R,1
Person 779,Python,3
Person 779,C,4
Person 779,Ruby,3
Person 780,Kotlin,1
Person 780,Python,3
Person 780,R,4
Person 780,Swift,1
Person 780,JavaScript,1
Person 780,PHP,4
Person 780,Java,4
Person 780,Go,1
Person 780,Ruby,2
Person 780,C,2
Person 781,Swift,3
Person 781,R,4
Person 781,Go,1
Person 781,Java,4
Person 781,C,5
Person 781,Python,4
Person 782,Go,2
Person 782,Swift,4
Person 782,JavaScript,4
Person 782,C++,4
Person 782,Kotlin,4
Person 782,Java,4
Person 783,Go,4
Person 783,Kotlin,5
Person 783,JavaScript,3
Person 783,R,3
Person 783,C,2
Person 784,JavaScript,2
Person 784,Java,2
Person 784,R,1
Person 784,PHP,5
Person 784,Swift,4
Person 784,Go,5
Person 784,Ruby,5
Person 785,Java,1
Person 785,Kotlin,3
Person 785,C++,5
Person 785,PHP,4
Person 785,R,5
Person 785,C,4
Person 785,JavaScript,5
Person 785,Go,2
Person 785,Ruby,1
Person 785,Swift,5
Person 786,C,1
Person 786,Go,1
Person 786,C++,4
Person 787,Swift,1
Person 787,Java,5
Person 787,Ruby,4
Person 787,JavaScript,4
Person 787,C,3
Person 787,R,5
Person 788,Go,2
Person 788,C++,1
Person 788,Swift,2
Person 788,R,4
Person 788,Java,1
Person 788,Ruby,5
Person 788,Python,5
Person 788,PHP,3
Person 789,Go,3
Person 789,C,4
Person 789,Java,4
Person 789,Python,5
Person 789,Ruby,5
Person 789,JavaScript,3
Person 789,Swift,3
Person 789,R,4
Person 789,C++,5
Person 790,Java,2
Person 790,Swift,1
Person 790,Kotlin,3
Person 790,Go,4
Person 790,PHP,3
Person 790,JavaScript,4
Person 790,Python,3
Person 790,Ruby,1
Person 790,C++,2
Person 791,Java,2
Person 791,Go,3
Person 791,C,4
Person 791,R,4
Person 791,Python,5
Person 792,R,4
Person 792,PHP,2
Person 792,C++,5
Person 793,Java,5
Person 793,Go,1
Person 793,Python,4
Person 793,Ruby,1
Person 793,C++,1
Person 793,PHP,2
Person 793,C,4
Person 793,JavaScript,1
Person 793,R,5
Person 794,Kotlin,1
Person 794,JavaScript,4
Person 794,Swift,4
Person 794,Ruby,2
Person 794,C++,5
Person 794,R,3
Person 794,Python,4
Person 794,PHP,5
Person 794,Java,5
Person 794,C,1
Person 795,C++,4
Person 795,Ruby,3
Person 795,Python,2
Person 795,Kotlin,1
Person 795,C,2
Person 795,Swift,3
Person 795,R,2
Person 795,Go,2
Person 795,PHP,1
Person 795,JavaScript,1
Person 796,Java,3
Person 796,Kotlin,1
Person 796,Swift,2
Person 796,R,3
Person 796,Python,1
Person 796,Go,1
Person 796,Ruby,3
Person 796,C++,2
Person 796,JavaScript,2
Person 797,Java,5
Person 797,C,1
Person 797,R,3
Person 797,C++,5
Person 797,Swift,4
Person 797,JavaScript,2
Person 797,Python,5
Person 797,Ruby,2
Person 797,Kotlin,3
Person 797,PHP,1
Person 798,R,2
Person 798,Python,2
Person 798,Swift,5
Person 798,Go,5
Person 798,Ruby,2
Person 799,C,4
Person 799,Kotlin,3
Person 799,Swift,4
Person 799,JavaScript,1
Person 799,C++,2
Person 799,PHP,2
Person 799,Go,3
Person 799,Ruby,1
Person 799,Java,3
Person 799,Python,2
Person 800,Java,1
Person 801,Go,3
Person 801,Python,4
Person 801,JavaScript,4
Person 801,C,3
Person 801,Kotlin,3
Person 802,Ruby,5
Person 802,Python,4
Person 802,PHP,5
Person 802,C,4
Person 802,C++,1
Person 802,Kotlin,1
Person 802,R,1
Person 802,Swift,3
Person 803,Python,1
Person 804,JavaScript,3
Person 804,Go,4
Person 804,Ruby,2
Person 805,JavaScript,1
Person 805,R,4
Person 805,Go,4
Person 805,Ruby,4
Person 805,C,1
Person 805,Python,3
Person 805,C++,3
Person 805,Java,4
Person 805,Kotlin,1
Person 806,R,5
Person 806,PHP,5
Person 806,Ruby,1
Person 806,C,3
Person 806,Python,2
Person 806,Kotlin,1
Person 806,Java,1
Person 806,Swift,5
Person 807,R,5
Person 807,PHP,1
Person 807,Java,1
Person 807,C,1
Person 807,Swift,4
Person 808,Kotlin,4
Person 808,JavaScript,2
Person 808,Java,2
Person 808,Ruby,5
Person 808,C++,5
Person 808,Python,2
Person 808,Go,1
Person 808,PHP,5
Person 809,Swift,3
Person 809,Ruby,1
Person 809,R,5
Person 809,Go,3
Person 809,Python,3
Person 809,Java,2
Person 809,PHP,1
Person 809,C++,1
Person 810,C++,5
Person 810,JavaScript,3
Person 810,Kotlin,4
Person 810,C,2
Person 810,R,2
Person 810,Java,5
Person 811,Swift,4
Person 811,R,3
Person 811,Java,2
Person 811,C,3
Person 811,Kotlin,4
Person 811,Python,3
Person 812,Swift,1
Person 813,C,5
Person 814,Python,3
Person 814,C,5
Person 815,C,5
Person 816,Go,5
Person 816,Python,5
Person 816,C++,5
Person 816,C,1
Person 816,Ruby,2
Person 816,JavaScript,2
Person 816,PHP,5
Person 817,C,1
Person 817,Python,1
Person 817,Ruby,1
Person 817,R,1
Person 818,Go,4
Person 818,C,5
Person 818,Ruby,2
Person 818,Python,1
Person 818,C++,3
Person 819,Python,3
Person 819,C,2
Person 819,C++,1
Person 819,Go,4
Person 819,Kotlin,1
Person 819,JavaScript,1
Person 819,PHP,2
Person 819,Swift,5
Person 819,R,3
Person 819,Java,2
Person 820,R,1
Person 820,PHP,1
Person 820,JavaScript,1
Person 821,Java,2
Person 821,JavaScript,4
Person 821,R,1
Person 821,C,5
Person 821,Kotlin,4
Person 822,R,1
Person 822,Go,3
Person 823,C++,1
Person 823,JavaScript,3
Person 823,Kotlin,3
Person 823,Go,3
Person 823,Java,4
Person 823,C,4
Person 823,Python,4
Person 824,Kotlin,2
Person 824,Go,3
Person 824,C++,1
Person 824,C,3
Person 824,PHP,3
Person 824,Java,1
Person 824,Swift,4
Person 824,R,4
Person 824,JavaScript,5
Person 825,Go,3
Person 825,Kotlin,3
Person 825,C++,2
Person 826,JavaScript,3
Person 826,Swift,2
Person 826,PHP,4
Person 826,C++,2
Person 826,Ruby,4
Person 826,Python,1
Person 826,Kotlin,1
Person 826,Go,1
Person 826,Java,2
Person 826,C,5
Person 827,C++,4
Person 827,Swift,1
Person 827,C,1
Person 827,Python,4
Person 827,Go,2
Person 828,C++,1
Person 828,Ruby,1
Person 828,Python,5
Person 828,C,5
Person 829,Swift,2
Person 829,C,1
Person 829,C++,1
Person 829,Python,5
Person 829,Ruby,1
Person 829,Go,1
Person 829,JavaScript,2
Person 829,R,1
Person 830,Go,5
Person 830,C++,3
Person 830,Swift,3
Person 831,R,4
Person 831,JavaScript,2
Person 832,Go,4
Person 832,R,4
Person 832,PHP,4
Person 832,Python,3
Person 833,C,3
Person 833,Go,1
Person 834,Java,5
Person 835,Java,2
Person 835,JavaScript,1
Person 835,PHP,4
Person 835,Swift,1
Person 835,R,1
Person 835,Go,2
Person 835,Ruby,3
Person 836,Java,4
Person 836,R,5
Person 836,Ruby,4
Person 836,Go,3
Person 836,Python,5
Person 836,PHP,4
Person 836,Swift,5
Person 836,Kotlin,3
Person 836,C++,2
Person 837,R,2
Person 837,PHP,1
Person 837,Ruby,2
Person 837,C++,2
Person 837,Go,1
Person 837,Java,4
Person 837,Kotlin,5
Person 837,Python,4
Person 838,Swift,2
Person 839,R,5
Person 839,C++,1
Person 839,Swift,2
Person 840,C,4
Person 841,Swift,4
Person 841,JavaScript,3
Person 841,PHP,3
Person 841,R,2
Person 841,C++,2
Person 841,Kotlin,1
Person 841,Ruby,5
Person 841,Go,2
Person 842,Kotlin,1
Person 843,C,3
Person 843,PHP,1
Person 843,JavaScript,4
Person 843,Ruby,4
Person 843,C++,2
Person 843,Go,1
Person 843,Python,2
Person 844,Go,1
Person 844,Swift,4
Person 844,Python,3
Person 844,Ruby,3
Person 844,C,5
Person 845,Ruby,2
Person 845,R,4
Person 845,JavaScript,1
Person 845,Kotlin,1
Person 845,Swift,1
Person 845,Python,3
Person 845,C++,3
Person 846,Go,4
Person 846,Ruby,3
Person 846,PHP,4
Person 846,Java,3
Person 846,Swift,1
Person 846,C++,1
Person 846,JavaScript,5
Person 847,Python,4
Person 847,Ruby,3
Person 847,Swift,4
Person 847,Kotlin,5
Person 847,Java,4
Person 847,C++,4
Person 847,Go,3
Person 847,PHP,1
Person 847,JavaScript,1
Person 847,R,3
Person 848,R,4
Person 848,C++,2
Person 849,JavaScript,4
Person 849,PHP,1
Person 849,Swift,1
Person 849,Java,1
Person 849,Ruby,2
Person 849,R,1
Person 850,Kotlin,2
Person 850,Swift,4
Person 850,Ruby,1
Person 850,Java,2
Person 850,R,1
Person 850,Python,5
Person 850,JavaScript,2
Person 850,PHP,3
Person 851,Kotlin,2
Person 851,Swift,5
Person 851,Go,2
Person 851,Java,2
Person 851,R,2
Person 851,C,2
Person 852,Go,4
Person 852,Ruby,5
Person 852,Java,1
Person 852,Swift,1
Person 852,Kotlin,5
Person 852,Python,3
Person 852,R,4
Person 852,C++,3
Person 852,C,5
Person 853,C++,5
Person 854,R,5
Person 855,Java,4
Person 856,Python,1
Person 856,C,1
Person 856,Swift,1
Person 856,R,2
Person 856,Go,4
Person 856,JavaScript,1
Person 856,C++,2
Person 856,PHP,4
Person 856,Ruby,1
Person 856,Java,3
Person 857,Swift,1
Person 857,Python,3
Person 857,JavaScript,2
Person 857,R,1
Person 857,Java,3
Person 857,C++,5
Person 857,Ruby,3
Person 858,R,2
Person 858,JavaScript,2
Person 858,PHP,5
Person 858,Kotlin,2
Person 858,Ruby,1
Person 859,C++,2
Person 859,Python,5
Person 859,Ruby,4
Person 859,Kotlin,1
Person 859,Go,1
Person 859,Swift,5
Person 859,Java,4
Person 859,R,1
Person 859,C,1
Person 859,JavaScript,4
Person 860,Java,2
Person 860,R,5
Person 860,Python,1
Person 860,C,2
Person 860,JavaScript,2
Person 860,Swift,4
Person 860,Kotlin,5
Person 860,Go,3
Person 860,PHP,4
Person 860,Ruby,5
Person 861,C++,2
Person 861,C,2
Person 861,R,2
Person 861,Ruby,5
Person 861,Go,2
Person 861,JavaScript,2
Person 861,Python,5
Person 861,PHP,2
Person 862,Kotlin,3
Person 862,C++,2
Person 862,JavaScript,4
Person 862,Ruby,5
Person 863,Kotlin,1
Person 863,R,1
Person 863,Swift,1
Person 863,C,3
Person 864,PHP,2
Person 864,Swift,2
Person 864,Java,5
Person 864,R,5
Person 864,Kotlin,4
Person 864,JavaScript,1
Person 865,JavaScript,3
Person 865,R,4
Person 865,C,4
Person 865,Ruby,1
Person 865,Java,4
Person 866,C++,5
Person 867,Ruby,3
Person 867,Swift,3
Person 867,R,2
Person 867,Python,4
Person 867,C++,3
Person 867,Go,4
Person 867,PHP,2
Person 868,JavaScript,4
Person 868,Python,4
Person 868,C,3
Person 868,PHP,2
Person 868,C++,1
Person 868,R,1
Person 868,Go,2
Person 868,Kotlin,1
Person 868,Ruby,4
Person 869,PHP,5
Person 869,Swift,2
Person 869,C++,5
Person 869,Ruby,2
Person 869,Go,1
Person 869,C,3
Person 869,Python,4
Person 869,Kotlin,2
Person 869,R,1
Person 870,Java,4
Person 870,Swift,1
Person 870,PHP,4
Person 870,Python,3
Person 870,C,2
Person 871,C,3
Person 871,JavaScript,3
Person 871,PHP,3
Person 871,Ruby,2
Person 871,Go,5
Person 871,Swift,5
Person 871,Python,2
Person 871,C++,1
Person 871,Kotlin,2
Person 872,Ruby,1
Person 872,C,1
Person 872,Java,5
Person 872,C++,5
Person 872,R,2
Person 872,JavaScript,3
Person 872,Go,5
Person 872,Swift,4
Person 872,Python,2
Person 872,PHP,1
Person 873,Python,5
Person 873,Kotlin,5
Person 873,PHP,1
Person 873,C,1
Person 873,JavaScript,5
Person 873,Swift,1
Person 873,Java,4
Person 874,JavaScript,1
Person 874,C,2
Person 874,Swift,1
Person 874,R,3
Person 874,Python,2
Person 874,PHP,2
Person 874,Kotlin,4
Person 875,Java,2
Person 875,JavaScript,4
Person 875,Go,1
Person 875,C,1
Person 875,Python,3
Person 875,Swift,5
Person 875,C++,3
Person 876,R,5
Person 876,C,5
Person 876,Python,2
Person 877,PHP,1
Person 877,C,2
Person 877,Ruby,1
Person 877,Kotlin,4
Person 877,Swift,4
Person 877,Go,4
Person 877,Java,1
Person 877,JavaScript,4
Person 877,R,2
Person 878,Java,5
Person 878,C,4
Person 878,PHP,3
Person 878,Go,4
Person 878,Kotlin,4
Person 878,R,5
Person 878,Swift,4
Person 878,Ruby,5
Person 878,Python,3
Person 878,C++,2
Person 879,Python,5
Person 879,R,2
Person 879,JavaScript,4
Person 880,C,1
Person 880,C++,5
Person 880,R,1
Person 880,Kotlin,3
Person 880,Python,2
Person 881,C++,2
Person 881,Java,5
Person 881,Python,1
Person 881,Kotlin,4
Person 881,Swift,3
Person 881,C,4
Person 881,R,4
Person 881,Go,1
Person 881,JavaScript,3
Person 881,Ruby,1
Person 882,Go,4
Person 882,C++,4
Person 882,Ruby,5
Person 882,Python,3
Person 882,Swift,5
Person 882,R,2
Person 882,JavaScript,4
Person 883,R,4
Person 883,PHP,4
Person 883,Kotlin,5
Person 883,Ruby,3
Person 883,C,5
Person 883,Swift,5
Person 884,JavaScript,3
Person 884,Ruby,4
Person 885,C,3
Person 885,Kotlin,3
Person 885,Go,1
Person 886,PHP,3
Person 886,R,2
Person 886,JavaScript,5
Person 886,Python,1
Person 887,Python,1
Person 887,C++,5
Person 887,JavaScript,5
Person 887,PHP,5
Person 887,R,5
Person 887,Ruby,3
Person 887,Java,1
Person 887,Go,1
Person 888,Ruby,2
Person 888,Python,5
Person 888,Kotlin,4
Person 888,C++,5
Person 888,PHP,3
Person 888,Swift,5
Person 888,Java,2
Person 888,C,1
Person 888,Go,4
Person 888,JavaScript,4
Person 889,C,2
Person 889,R,4
Person 889,Python,4
Person 889,Go,1
Person 890,C,1
Person 890,Java,5
Person 890,R,2
Person 890,Ruby,2
Person 891,Swift,3
Person 891,Go,1
Person 891,Python,1
Person 891,PHP,1
Person 891,C,3
Person 891,C++,4
Person 892,JavaScript,3
Person 893,R,5
Person 893,Ruby,4
Person 893,Python,1
Person 893,JavaScript,4
Person 893,C++,3
Person 893,PHP,3
Person 893,Kotlin,4
Person 893,Java,1
Person 894,Swift,3
Person 894,Java,2
Person 894,Kotlin,3
Person 894,PHP,4
Person 894,R,5
Person 894,C++,5
Person 894,Ruby,5
Person 894,JavaScript,2
Person 894,C,1
Person 895,C,3
Person 896,PHP,4
Person 896,C++,2
Person 896,R,5
Person 896,Swift,4
Person 896,Java,4
Person 896,Python,1
Person 896,Ruby,5
Person 896,C,2
Person 896,JavaScript,5
Person 897,Swift,5
Person 897,Ruby,3
Person 897,R,1
Person 897,Java,1
Person 897,Python,2
Person 897,C++,5
Person 897,Kotlin,5
Person 897,JavaScript,2
Person 897,PHP,1
Person 898,JavaScript,1
Person 898,Kotlin,4
Person 898,Go,5
Person 898,PHP,1
Person 898,C++,4
Person 898,Java,2
Person 898,R,5
Person 898,Ruby,3
Person 898,C,4
Person 898,Python,1
Person 899,Swift,3
Person 899,Ruby,1
Person 899,C++,5
Person 899,Java,1
Person 899,C,3
Person 899,Go,1
Person 899,Kotlin,4
Person 899,Python,4
Person 899,PHP,4
Person 900,R,3
Person 900,PHP,5
Person 900,C++,3
Person 900,Ruby,1
Person 900,Kotlin,2
Person 900,Swift,4
Person 900,Java,3
Person 900,JavaScript,5
Person 900,C,3
Person 900,Go,5
Person 901,Kotlin,4
Person 901,C++,1
Person 902,Java,1
Person 902,JavaScript,5
Person 902,Go,5
Person 902,Python,3
Person 902,C++,3
Person 902,Swift,4
Person 903,Swift,5
Person 903,R,2
Person 903,Go,1
Person 903,PHP,3
Person 903,JavaScript,4
Person 903,Python,3
Person 903,C,1
Person 903,C++,3
Person 903,Ruby,3
Person 903,Java,5
Person 904,Kotlin,3
Person 904,C++,3
Person 905,Ruby,4
Person 906,JavaScript,3
Person 906,PHP,2
Person 906,Kotlin,1
Person 906,Go,1
Person 907,Ruby,1
Person 907,JavaScript,2
Person 907,R,3
Person 908,R,1
Person 908,C++,3
Person 908,Ruby,3
Person 908,Swift,4
Person 908,Java,1
Person 908,Python,4
Person 908,Kotlin,2
Person 909,JavaScript,4
Person 909,Kotlin,1
Person 909,C++,2
Person 909,Go,3
Person 909,Swift,3
Person 909,Java,3
Person 909,Python,1
Person 909,Ruby,1
Person 909,R,1
Person 910,Go,3
Person 910,R,1
Person 910,Ruby,1
Person 910,Java,1
Person 910,JavaScript,4
Person 910,C,1
Person 911,Ruby,2
Person 911,Kotlin,1
Person 911,Python,3
Person 911,Go,2
Person 911,PHP,1
Person 911,R,1
Person 911,C++,2
Person 911,Swift,1
Person 912,R,5
Person 912,Java,2
Person 912,Ruby,5
Person 912,C++,2
Person 912,Kotlin,3
Person 913,Swift,4
Person 913,Go,1
Person 913,Java,4
Person 913,R,5
Person 913,Ruby,2
Person 913,Kotlin,1
Person 913,C,3
Person 913,Python,4
Person 913,PHP,4
Person 913,JavaScript,1
Person 914,JavaScript,5
Person 915,R,3
Person 915,Java,4
Person 916,C,3
Person 916,C++,4
Person 916,Go,1
Person 916,PHP,2
Person 916,Ruby,2
Person 916,Swift,3
Person 916,Java,1
Person 916,Kotlin,3
Person 917,PHP,5
Person 917,JavaScript,3
Person 917,Java,5
Person 917,C,5
Person 917,Go,4
Person 917,C++,4
Person 918,JavaScript,5
Person 919,Python,2
Person 920,Kotlin,5
Person 920,Ruby,1
Person 920,JavaScript,2
Person 920,Java,5
Person 920,Go,1
Person 920,Python,5
Person 920,PHP,3
Person 920,C,4
Person 921,Java,2
Person 921,Python,1
Person 921,C++,3
Person 921,Kotlin,1
Person 922,Swift,5
Person 922,Python,1
Person 922,C,3
Person 922,C++,2
Person 923,Kotlin,1
Person 924,Java,2
Person 924,C++,1
Person 924,Swift,1
Person 924,Ruby,1
Person 924,C,4
Person 925,Java,2
Person 925,PHP,2
Person 925,Python,5
Person 925,Kotlin,2
Person 925,JavaScript,5
Person 925,Swift,2
Person 925,R,4
Person 925,C++,2
Person 926,Java,2
Person 926,JavaScript,5
Person 926,Ruby,3
Person 926,Kotlin,1
Person 926,R,3
Person 926,C,2
Person 927,JavaScript,5
Person 927,C,5
Person 927,Java,5
Person 927,Ruby,2
Person 927,Go,1
Person 927,Python,5
Person 928,Ruby,1
Person 928,C++,2
Person 928,Swift,3
Person 928,C,1
Person 928,R,5
Person 928,PHP,3
Person 928,Python,2
Person 928,Go,5
Person 928,Java,4
Person 928,Kotlin,3
Person 929,Kotlin,1
Person 929,C++,4
Person 929,Go,4
Person 929,R,3
Person 929,Ruby,5
Person 930,C,4
Person 930,Ruby,1
Person 930,C++,3
Person 930,JavaScript,5
Person 931,R,5
Person 931,Java,3
Person 931,JavaScript,1
Person 931,PHP,1
Person 931,C++,5
Person 931,Ruby,2
Person 931,C,1
Person 931,Python,2
Person 932,Swift,1
Person 932,Java,3
Person 932,R,3
Person 932,PHP,4
Person 932,Ruby,3
Person 932,Python,4
Person 933,Kotlin,3
Person 933,Java,3
Person 934,Python,5
Person 934,R,1
Person 934,C++,1
Person 935,C++,1
Person 935,Python,5
Person 935,R,5
Person 935,PHP,2
Person 935,JavaScript,4
Person 935,Ruby,5
Person 935,Kotlin,2
Person 935,Swift,4
Person 935,C,4
Person 936,Go,5
Person 936,Python,4
Person 936,C,4
Person 936,Swift,1
Person 936,Ruby,3
Person 936,JavaScript,1
Person 936,Kotlin,5
Person 936,C++,5
Person 936,R,5
Person 936,Java,5
Person 937,R,4
Person 937,Ruby,2
Person 937,C,5
Person 937,Go,1
Person 937,JavaScript,5
Person 937,Kotlin,2
Person 937,Swift,5
Person 937,C++,3
Person 938,JavaScript,1
Person 938,Python,5
Person 938,R,5
Person 938,Ruby,2
Person 938,Go,2
Person 939,C++,1
Person 939,Python,4
Person 939,Ruby,5
Person 939,Java,5
Person 940,C,4
Person 940,PHP,5
Person 941,Python,4
Person 941,C,2
Person 941,JavaScript,3
Person 941,Java,1
Person 941,Ruby,2
Person 941,PHP,3
Person 941,C++,1
Person 941,Swift,5
Person 942,R,5
Person 942,Ruby,2
Person 942,PHP,1
Person 942,C,1
Person 942,Python,1
Person 943,Java,4
Person 943,C++,5
Person 943,Python,4
Person 943,Go,3
Person 943,Swift,3
Person 943,Kotlin,3
Person 943,JavaScript,3
Person 943,PHP,1
Person 943,C,4
Person 944,Java,2
Person 944,C++,3
Person 944,Swift,2
Person 944,Ruby,3
Person 944,R,3
Person 944,JavaScript,1
Person 944,C,2
Person 944,Kotlin,5
Person 944,PHP,5
Person 944,Python,2
Person 945,Java,4
Person 945,PHP,5
Person 945,Python,1
Person 946,Python,3
Person 946,Java,3
Person 946,PHP,2
Person 946,JavaScript,5
Person 946,Ruby,3
Person 946,Kotlin,1
Person 946,R,1
Person 946,C++,2
Person 947,Python,5
Person 947,C,2
Person 947,JavaScript,2
Person 947,PHP,2
Person 948,R,2
Person 949,C++,4
Person 949,R,2
Person 950,C++,5
Person 950,R,5
Person 950,Ruby,2
Person 951,Python,1
Person 951,Go,3
Person 952,PHP,1
Person 953,Kotlin,2
Person 953,C++,5
Person 953,C,3
Person 953,Go,3
Person 953,PHP,2
Person 953,R,1
Person 953,Ruby,1
Person 953,JavaScript,2
Person 953,Python,5
Person 953,Swift,2
Person 954,Kotlin,5
Person 954,R,1
Person 954,Go,1
Person 954,Ruby,5
Person 954,C++,4
Person 954,C,3
Person 954,Swift,1
Person 955,C++,1
Person 955,Java,5
Person 955,C,2
Person 955,JavaScript,1
Person 955,PHP,5
Person 955,Kotlin,4
Person 955,R,3
Person 955,Swift,5
Person 955,Go,3
Person 955,Ruby,2
Person 956,Java,4
Person 956,Kotlin,4
Person 956,Ruby,5
Person 956,PHP,4
Person 957,Java,3
Person 958,PHP,3
Person 958,R,4
Person 958,C++,1
Person 959,JavaScript,3
Person 960,Kotlin,2
Person 961,PHP,3
Person 961,Go,4
Person 961,Kotlin,5
Person 961,R,1
Person 961,Ruby,4
Person 961,Java,5
Person 962,C++,4
Person 962,R,2
Person 962,Python,3
Person 962,Kotlin,4
Person 962,C,3
Person 963,Swift,5
Person 963,PHP,5
Person 963,R,1
Person 963,Go,3
Person 963,Kotlin,3
Person 963,C++,5
Person 963,Ruby,2
Person 963,Java,1
Person 963,C,3
Person 964,C,3
Person 964,Java,4
Person 964,Ruby,5
Person 964,Go,4
Person 964,C++,1
Person 964,R,2
Person 964,Swift,2
Person 964,Python,1
Person 964,PHP,5
Person 964,JavaScript,4
Person 965,Kotlin,5
Person 966,Go,1
Person 966,JavaScript,4
Person 966,R,3
Person 966,Kotlin,4
Person 966,Python,3
Person 966,C++,4
Person 966,Ruby,2
Person 967,R,1
Person 967,Python,5
Person 967,Kotlin,1
Person 968,Java,2
Person 968,Ruby,5
Person 968,C++,1
Person 968,PHP,3
Person 968,R,3
Person 968,JavaScript,2
Person 968,Kotlin,3
Person 968,Go,4
Person 968,Python,1
Person 969,Ruby,3
Person 969,Kotlin,2
Person 969,JavaScript,1
Person 969,Java,4
Person 969,Go,1
Person 969,R,4
Person 969,C,1
Person 969,Swift,4
Person 970,Go,2
Person 970,Ruby,1
Person 970,Kotlin,1
Person 971,C,2
Person 971,Ruby,2
Person 971,Go,5
